Maturity,Last,Change,High,Low,Settlement,Volume,timestamp
08/07/2024,0,,0,0,13.825,0,16/07/2024 10:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 10:00
08/21/2024,14.27,0.051,14.35,14.2,14.219,"6,699",16/07/2024 10:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 10:00
09/18/2024,15.29,-0.011,15.35,15.2,15.3007,"1,882",16/07/2024 10:00
10/16/2024,17.55,-0.098,17.62,17.5,17.6476,831,16/07/2024 10:00
11/20/2024,17.3,-0.049,17.35,17.25,17.3493,693,16/07/2024 10:00
12/18/2024,16.95,-0.108,17.01,16.9,17.0575,188,16/07/2024 10:00
01/22/2025,17.65,-0.1,17.7,17.62,17.75,160,16/07/2024 10:00
02/19/2025,17.9,-0.075,17.99,17.9,17.975,8,16/07/2024 10:00
03/18/2025,18.25,-0.1,18.29,18.25,18.35,7,16/07/2024 10:00
VIX,13.27,0.15,13.47,13.47,-,-,16/07/2024 11:00
07/17/2024,13.32,0.183,13.45,13.1,13.1369,"8,918",16/07/2024 11:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 11:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 11:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 11:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 11:00
08/21/2024,14.27,0.051,14.35,14.2,14.219,"7,898",16/07/2024 11:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 11:00
09/18/2024,15.27,-0.031,15.35,15.2,15.3007,"2,057",16/07/2024 11:00
10/16/2024,17.52,-0.128,17.62,17.5,17.6476,863,16/07/2024 11:00
11/20/2024,17.3,-0.049,17.35,17.25,17.3493,715,16/07/2024 11:00
12/18/2024,16.98,-0.078,17.01,16.9,17.0575,192,16/07/2024 11:00
01/22/2025,17.65,-0.1,17.7,17.62,17.75,160,16/07/2024 11:00
02/19/2025,17.9,-0.075,17.99,17.9,17.975,8,16/07/2024 11:00
03/18/2025,18.25,-0.1,18.29,18.25,18.35,7,16/07/2024 11:00
VIX,13.3,0.18,13.47,13.47,-,-,16/07/2024 12:00
07/17/2024,13.33,0.193,13.45,13.1,13.1369,"9,643",16/07/2024 12:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 12:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 12:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 12:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 12:00
08/21/2024,14.27,0.051,14.35,14.2,14.219,"8,569",16/07/2024 12:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 12:00
09/18/2024,15.27,-0.031,15.35,15.2,15.3007,"2,246",16/07/2024 12:00
10/16/2024,17.53,-0.118,17.62,17.5,17.6476,993,16/07/2024 12:00
11/20/2024,17.25,-0.099,17.35,17.25,17.3493,791,16/07/2024 12:00
12/18/2024,16.92,-0.138,17.01,16.9,17.0575,212,16/07/2024 12:00
01/22/2025,17.62,-0.13,17.7,17.62,17.75,163,16/07/2024 12:00
02/19/2025,17.9,-0.075,17.99,17.9,17.975,8,16/07/2024 12:00
03/18/2025,18.25,-0.1,18.29,18.25,18.35,7,16/07/2024 12:00
VIX,13.28,0.16,13.47,13.47,-,-,16/07/2024 13:00
07/17/2024,13.27,0.133,13.45,13.1,13.1369,"9,853",16/07/2024 13:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 13:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 13:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 13:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 13:00
08/21/2024,14.27,0.051,14.35,14.2,14.219,"9,187",16/07/2024 13:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 13:00
09/18/2024,15.27,-0.031,15.35,15.2,15.3007,"2,342",16/07/2024 13:00
10/16/2024,17.53,-0.118,17.62,17.5,17.6476,"1,002",16/07/2024 13:00
11/20/2024,17.28,-0.069,17.35,17.25,17.3493,794,16/07/2024 13:00
12/18/2024,16.92,-0.138,17.01,16.9,17.0575,213,16/07/2024 13:00
01/22/2025,17.62,-0.13,17.7,17.62,17.75,163,16/07/2024 13:00
02/19/2025,17.9,-0.075,17.99,17.9,17.975,8,16/07/2024 13:00
03/18/2025,18.25,-0.1,18.29,18.25,18.35,7,16/07/2024 13:00
VIX,13.26,0.14,13.47,13.47,-,-,16/07/2024 14:00
07/17/2024,13.26,0.123,13.45,13.1,13.1369,"9,918",16/07/2024 14:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 14:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 14:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 14:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 14:00
08/21/2024,14.27,0.051,14.35,14.2,14.219,"9,278",16/07/2024 14:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 14:00
09/18/2024,15.26,-0.041,15.35,15.2,15.3007,"2,370",16/07/2024 14:00
10/16/2024,17.52,-0.128,17.62,17.5,17.6476,"1,009",16/07/2024 14:00
11/20/2024,17.27,-0.079,17.35,17.25,17.3493,802,16/07/2024 14:00
12/18/2024,16.92,-0.138,17.01,16.9,17.0575,219,16/07/2024 14:00
01/22/2025,17.62,-0.13,17.7,17.62,17.75,163,16/07/2024 14:00
02/19/2025,17.9,-0.075,17.99,17.9,17.975,8,16/07/2024 14:00
03/18/2025,18.25,-0.1,18.29,18.25,18.35,7,16/07/2024 14:00
VIX,13.13,0.01,13.47,13.47,-,-,16/07/2024 15:01
07/17/2024,13.07,-0.067,13.45,13.05,13.1369,"11,921",16/07/2024 15:01
07/24/2024,0,,0,0,13.425,0,16/07/2024 15:01
07/31/2024,0,,0,0,13.75,0,16/07/2024 15:01
08/07/2024,0,,0,0,13.825,0,16/07/2024 15:01
08/14/2024,0,,0,0,13.9,0,16/07/2024 15:01
08/21/2024,14.16,-0.059,14.35,14.15,14.219,"12,787",16/07/2024 15:01
08/28/2024,0,,0,0,14.219,0,16/07/2024 15:01
09/18/2024,15.22,-0.081,15.35,15.15,15.3007,"3,268",16/07/2024 15:01
10/16/2024,17.52,-0.128,17.62,17.45,17.6476,"1,700",16/07/2024 15:01
11/20/2024,17.27,-0.079,17.35,17.22,17.3493,"1,347",16/07/2024 15:01
12/18/2024,16.92,-0.138,17.01,16.9,17.0575,290,16/07/2024 15:01
01/22/2025,17.6,-0.15,17.7,17.55,17.75,203,16/07/2024 15:01
02/19/2025,17.8,-0.175,17.99,17.8,17.975,10,16/07/2024 15:01
03/18/2025,18.2,-0.15,18.29,18,18.35,10,16/07/2024 15:01
VIX,13.05,-0.05,13.47,13.47,-,-,16/07/2024 16:00
07/17/2024,13.03,-0.107,13.45,12.95,13.1369,"18,271",16/07/2024 16:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 16:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 16:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 16:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 16:00
08/21/2024,14.17,-0.049,14.35,14.1,14.219,"21,831",16/07/2024 16:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 16:00
09/18/2024,15.22,-0.081,15.35,15.15,15.3007,"8,148",16/07/2024 16:00
10/16/2024,17.54,-0.108,17.62,17.45,17.6476,"3,800",16/07/2024 16:00
11/20/2024,17.27,-0.079,17.35,17.22,17.3493,"2,747",16/07/2024 16:00
12/18/2024,16.97,-0.088,17.01,16.9,17.0575,554,16/07/2024 16:00
01/22/2025,17.7,-0.05,17.7,17.55,17.75,292,16/07/2024 16:00
02/19/2025,17.8,-0.175,17.99,17.8,17.975,10,16/07/2024 16:00
03/18/2025,18.2,-0.15,18.29,18,18.35,10,16/07/2024 16:00
VIX,13.08,-0.04,13.47,13.47,-,-,16/07/2024 17:00
07/17/2024,13.01,-0.127,13.45,12.95,13.1369,"26,250",16/07/2024 17:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 17:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 17:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 17:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 17:00
08/21/2024,14.15,-0.069,14.35,14.1,14.219,"38,294",16/07/2024 17:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 17:00
09/18/2024,15.21,-0.091,15.35,15.15,15.3007,"14,118",16/07/2024 17:00
10/16/2024,17.55,-0.098,17.63,17.45,17.6476,"5,572",16/07/2024 17:00
11/20/2024,17.23,-0.119,17.35,17.2,17.3493,"4,293",16/07/2024 17:00
12/18/2024,16.95,-0.108,17.02,16.9,17.0575,952,16/07/2024 17:00
01/22/2025,17.67,-0.08,17.75,17.55,17.75,497,16/07/2024 17:00
02/19/2025,17.93,-0.045,17.99,17.8,17.975,15,16/07/2024 17:00
03/18/2025,18.23,-0.12,18.29,18,18.35,12,16/07/2024 17:00
VIX,13.07,-0.07,13.47,13.47,-,-,16/07/2024 18:00
07/17/2024,13.05,-0.087,13.45,12.95,13.1369,"29,877",16/07/2024 18:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 18:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 18:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 18:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 18:00
08/21/2024,14.12,-0.099,14.35,14.1,14.219,"46,504",16/07/2024 18:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 18:00
09/18/2024,15.25,-0.051,15.35,15.15,15.3007,"17,247",16/07/2024 18:00
10/16/2024,17.54,-0.108,17.63,17.45,17.6476,"8,368",16/07/2024 18:00
11/20/2024,17.22,-0.129,17.35,17.2,17.3493,"6,479",16/07/2024 18:00
12/18/2024,16.96,-0.098,17.02,16.9,17.0575,"1,235",16/07/2024 18:00
01/22/2025,17.7,-0.05,17.75,17.55,17.75,696,16/07/2024 18:00
02/19/2025,17.95,-0.025,17.99,17.8,17.975,17,16/07/2024 18:00
03/18/2025,18.23,-0.12,18.29,18,18.35,12,16/07/2024 18:00
VIX,13.07,-0.04,13.47,13.47,-,-,16/07/2024 19:00
07/17/2024,13.11,-0.027,13.45,12.95,13.1369,"33,923",16/07/2024 19:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 19:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 19:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 19:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 19:00
08/21/2024,14.18,-0.039,14.35,14.1,14.219,"55,195",16/07/2024 19:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 19:00
09/18/2024,15.27,-0.031,15.36,15.15,15.3007,"22,517",16/07/2024 19:00
10/16/2024,17.57,-0.078,17.65,17.45,17.6476,"11,770",16/07/2024 19:00
11/20/2024,17.27,-0.079,17.35,17.2,17.3493,"8,209",16/07/2024 19:00
12/18/2024,16.98,-0.078,17.05,16.9,17.0575,"1,750",16/07/2024 19:00
01/22/2025,17.74,-0.01,17.8,17.55,17.75,"1,208",16/07/2024 19:00
02/19/2025,18.06,0.085,18.06,17.8,17.975,102,16/07/2024 19:00
03/18/2025,18.23,-0.12,18.29,18,18.35,12,16/07/2024 19:00
VIX,13.05,-0.07,13.47,13.47,-,-,16/07/2024 20:01
07/17/2024,13.12,-0.017,13.45,12.95,13.1369,"37,108",16/07/2024 20:01
07/24/2024,0,,0,0,13.425,0,16/07/2024 20:01
07/31/2024,0,,0,0,13.75,0,16/07/2024 20:01
08/07/2024,0,,0,0,13.825,0,16/07/2024 20:01
08/14/2024,0,,0,0,13.9,0,16/07/2024 20:01
08/21/2024,14.17,-0.049,14.35,14.1,14.219,"60,533",16/07/2024 20:01
08/28/2024,0,,0,0,14.219,0,16/07/2024 20:01
09/18/2024,15.27,-0.031,15.36,15.15,15.3007,"25,061",16/07/2024 20:01
10/16/2024,17.57,-0.078,17.65,17.45,17.6476,"12,465",16/07/2024 20:01
11/20/2024,17.3,-0.049,17.35,17.2,17.3493,"8,842",16/07/2024 20:01
12/18/2024,17.05,-0.008,17.07,16.9,17.0575,"2,828",16/07/2024 20:01
01/22/2025,17.76,0.01,17.8,17.55,17.75,"1,265",16/07/2024 20:01
02/19/2025,18.1,0.125,18.1,17.8,17.975,129,16/07/2024 20:01
03/18/2025,18.35,0,18.35,18,18.35,13,16/07/2024 20:01
VIX,13.13,0,13.47,13.47,-,-,16/07/2024 21:00
07/17/2024,13.18,0.043,13.45,12.95,13.1369,"43,966",16/07/2024 21:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 21:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 21:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 21:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 21:00
08/21/2024,14.26,0.041,14.35,14.1,14.219,"71,325",16/07/2024 21:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 21:00
09/18/2024,15.3,-0.001,15.4,15.15,15.3007,"29,558",16/07/2024 21:00
10/16/2024,17.59,-0.058,17.65,17.45,17.6476,"14,832",16/07/2024 21:00
11/20/2024,17.3,-0.049,17.35,17.2,17.3493,"10,077",16/07/2024 21:00
12/18/2024,17.07,0.013,17.1,16.9,17.0575,"4,433",16/07/2024 21:00
01/22/2025,17.75,0,17.8,17.55,17.75,"1,873",16/07/2024 21:00
02/19/2025,18.1,0.125,18.13,17.8,17.975,261,16/07/2024 21:00
03/18/2025,18.43,0.08,18.43,18,18.35,29,16/07/2024 21:00
VIX,13.24,0.13,13.47,13.47,-,-,16/07/2024 22:00
07/17/2024,13.14,0.003,13.45,12.95,13.1369,"64,986",16/07/2024 22:00
07/24/2024,0,,0,0,13.425,0,16/07/2024 22:00
07/31/2024,0,,0,0,13.75,0,16/07/2024 22:00
08/07/2024,0,,0,0,13.825,0,16/07/2024 22:00
08/14/2024,0,,0,0,13.9,0,16/07/2024 22:00
08/21/2024,14.31,0.091,14.35,14.1,14.219,"91,100",16/07/2024 22:00
08/28/2024,0,,0,0,14.219,0,16/07/2024 22:00
09/18/2024,15.42,0.119,15.45,15.15,15.3007,"41,232",16/07/2024 22:00
10/16/2024,17.57,-0.078,17.65,17.45,17.6476,"20,076",16/07/2024 22:00
11/20/2024,17.32,-0.029,17.35,17.2,17.3493,"12,050",16/07/2024 22:00
12/18/2024,17.05,-0.008,17.1,16.9,17.0575,"5,429",16/07/2024 22:00
01/22/2025,17.75,0,17.8,17.55,17.75,"2,747",16/07/2024 22:00
02/19/2025,18.15,0.175,18.15,17.8,17.975,653,16/07/2024 22:00
03/18/2025,18.42,0.07,18.45,18,18.35,42,16/07/2024 22:00
VIX,13.19,0.07,13.47,13.47,-,-,16/07/2024 23:00
07/17/2024,13.09,-0.069,13.45,12.95,13.1593,"68,532",16/07/2024 23:00
07/24/2024,0,0.125,0,0,13.55,0,16/07/2024 23:00
07/31/2024,0,0.125,0,0,13.875,0,16/07/2024 23:00
08/07/2024,0,-0.05,0,0,13.775,0,16/07/2024 23:00
08/14/2024,0,0.15,0,0,14.05,0,16/07/2024 23:00
08/21/2024,14.26,-0.076,14.35,14.1,14.3356,"100,504",16/07/2024 23:00
08/28/2024,0,0.117,0,0,14.3356,0,16/07/2024 23:00
09/18/2024,15.41,0.016,15.46,15.15,15.3944,"45,038",16/07/2024 23:00
10/16/2024,17.57,0.036,17.65,17.45,17.5344,"21,444",16/07/2024 23:00
11/20/2024,17.3,0.001,17.35,17.2,17.2995,"12,943",16/07/2024 23:00
12/18/2024,17.06,0.012,17.1,16.9,17.0478,"6,044",16/07/2024 23:00
01/22/2025,17.75,0.046,17.8,17.55,17.7038,"2,785",16/07/2024 23:00
02/19/2025,18.15,0,18.15,17.8,18.15,653,16/07/2024 23:00
03/18/2025,18.42,0.045,18.45,18,18.375,42,16/07/2024 23:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 00:00
07/17/2024,13.05,-0.109,13.05,13.05,13.1593,1,17/07/2024 00:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 00:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 00:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 00:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 00:00
08/21/2024,14.2,-0.136,14.3,14.2,14.3356,138,17/07/2024 00:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 00:00
09/18/2024,15.34,-0.054,15.36,15.34,15.3944,37,17/07/2024 00:00
10/16/2024,17.47,-0.064,17.54,17.47,17.5344,85,17/07/2024 00:00
11/20/2024,17.24,-0.06,17.29,17.24,17.2995,16,17/07/2024 00:00
12/18/2024,17.02,-0.028,17.02,17.02,17.0478,5,17/07/2024 00:00
01/22/2025,0,,0,0,17.7038,0,17/07/2024 00:00
02/19/2025,0,,0,0,18.15,0,17/07/2024 00:00
03/18/2025,0,,0,0,18.375,0,17/07/2024 00:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 01:00
07/17/2024,13.07,-0.089,13.07,13,13.1593,28,17/07/2024 01:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 01:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 01:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 01:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 01:00
08/21/2024,14.22,-0.116,14.3,14.2,14.3356,566,17/07/2024 01:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 01:00
09/18/2024,15.3,-0.094,15.36,15.29,15.3944,194,17/07/2024 01:00
10/16/2024,17.4,-0.134,17.54,17.4,17.5344,590,17/07/2024 01:00
11/20/2024,17.2,-0.1,17.29,17.15,17.2995,185,17/07/2024 01:00
12/18/2024,16.97,-0.078,17.02,16.97,17.0478,50,17/07/2024 01:00
01/22/2025,17.67,-0.034,17.67,17.67,17.7038,14,17/07/2024 01:00
02/19/2025,18.02,-0.13,18.02,18.02,18.15,7,17/07/2024 01:00
03/18/2025,0,,0,0,18.375,0,17/07/2024 01:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 02:00
07/17/2024,13.04,-0.119,13.09,13,13.1593,74,17/07/2024 02:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 02:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 02:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 02:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 02:00
08/21/2024,14.2,-0.136,14.3,14.2,14.3356,751,17/07/2024 02:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 02:00
09/18/2024,15.32,-0.074,15.36,15.29,15.3944,294,17/07/2024 02:00
10/16/2024,17.43,-0.104,17.54,17.4,17.5344,594,17/07/2024 02:00
11/20/2024,17.22,-0.08,17.29,17.15,17.2995,290,17/07/2024 02:00
12/18/2024,16.98,-0.068,17.02,16.97,17.0478,71,17/07/2024 02:00
01/22/2025,17.67,-0.034,17.67,17.65,17.7038,31,17/07/2024 02:00
02/19/2025,18.02,-0.13,18.02,18.02,18.15,7,17/07/2024 02:00
03/18/2025,0,,0,0,18.375,0,17/07/2024 02:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 03:00
07/17/2024,13.14,-0.019,13.15,13,13.1593,212,17/07/2024 03:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 03:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 03:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 03:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 03:00
08/21/2024,14.3,-0.036,14.35,14.2,14.3356,"1,403",17/07/2024 03:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 03:00
09/18/2024,15.38,-0.014,15.42,15.29,15.3944,636,17/07/2024 03:00
10/16/2024,17.5,-0.034,17.54,17.4,17.5344,817,17/07/2024 03:00
11/20/2024,17.25,-0.05,17.29,17.15,17.2995,344,17/07/2024 03:00
12/18/2024,17.05,0.002,17.05,16.97,17.0478,179,17/07/2024 03:00
01/22/2025,17.7,-0.004,17.72,17.65,17.7038,44,17/07/2024 03:00
02/19/2025,18.05,-0.1,18.05,18.02,18.15,13,17/07/2024 03:00
03/18/2025,18.35,-0.025,18.35,18.35,18.375,1,17/07/2024 03:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 04:00
07/17/2024,13.15,-0.009,13.15,13,13.1593,245,17/07/2024 04:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 04:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 04:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 04:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 04:00
08/21/2024,14.3,-0.036,14.35,14.2,14.3356,"1,692",17/07/2024 04:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 04:00
09/18/2024,15.4,0.006,15.42,15.29,15.3944,671,17/07/2024 04:00
10/16/2024,17.46,-0.074,17.54,17.4,17.5344,818,17/07/2024 04:00
11/20/2024,17.2,-0.1,17.29,17.15,17.2995,357,17/07/2024 04:00
12/18/2024,17.05,0.002,17.05,16.97,17.0478,179,17/07/2024 04:00
01/22/2025,17.7,-0.004,17.72,17.65,17.7038,44,17/07/2024 04:00
02/19/2025,18.05,-0.1,18.05,18.02,18.15,13,17/07/2024 04:00
03/18/2025,18.35,-0.025,18.35,18.35,18.375,1,17/07/2024 04:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 05:00
07/17/2024,13.05,-0.109,13.15,13,13.1593,249,17/07/2024 05:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 05:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 05:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 05:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 05:00
08/21/2024,14.25,-0.086,14.35,14.2,14.3356,"1,695",17/07/2024 05:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 05:00
09/18/2024,15.4,0.006,15.42,15.29,15.3944,672,17/07/2024 05:00
10/16/2024,17.45,-0.084,17.54,17.4,17.5344,835,17/07/2024 05:00
11/20/2024,17.24,-0.06,17.29,17.15,17.2995,365,17/07/2024 05:00
12/18/2024,17.03,-0.018,17.05,16.97,17.0478,196,17/07/2024 05:00
01/22/2025,17.72,0.016,17.72,17.65,17.7038,51,17/07/2024 05:00
02/19/2025,18.05,-0.1,18.05,18.02,18.15,13,17/07/2024 05:00
03/18/2025,18.35,-0.025,18.35,18.35,18.375,1,17/07/2024 05:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 06:00
07/17/2024,13.07,-0.089,13.15,13,13.1593,250,17/07/2024 06:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 06:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 06:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 06:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 06:00
08/21/2024,14.25,-0.086,14.35,14.2,14.3356,"1,701",17/07/2024 06:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 06:00
09/18/2024,15.35,-0.044,15.42,15.29,15.3944,674,17/07/2024 06:00
10/16/2024,17.45,-0.084,17.54,17.4,17.5344,835,17/07/2024 06:00
11/20/2024,17.22,-0.08,17.29,17.15,17.2995,387,17/07/2024 06:00
12/18/2024,17.02,-0.028,17.05,16.97,17.0478,217,17/07/2024 06:00
01/22/2025,17.72,0.016,17.72,17.65,17.7038,51,17/07/2024 06:00
02/19/2025,18.05,-0.1,18.05,18.02,18.15,13,17/07/2024 06:00
03/18/2025,18.35,-0.025,18.35,18.35,18.375,1,17/07/2024 06:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 07:00
07/17/2024,13.07,-0.089,13.15,13,13.1593,250,17/07/2024 07:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 07:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 07:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 07:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 07:00
08/21/2024,14.25,-0.086,14.35,14.2,14.3356,"1,702",17/07/2024 07:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 07:00
09/18/2024,15.35,-0.044,15.42,15.29,15.3944,676,17/07/2024 07:00
10/16/2024,17.45,-0.084,17.54,17.4,17.5344,835,17/07/2024 07:00
11/20/2024,17.22,-0.08,17.29,17.15,17.2995,390,17/07/2024 07:00
12/18/2024,17.02,-0.028,17.05,16.97,17.0478,220,17/07/2024 07:00
01/22/2025,17.72,0.016,17.72,17.65,17.7038,51,17/07/2024 07:00
02/19/2025,18.05,-0.1,18.05,18.02,18.15,13,17/07/2024 07:00
03/18/2025,18.35,-0.025,18.35,18.35,18.375,1,17/07/2024 07:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 08:00
07/17/2024,13.1,-0.059,13.15,13,13.1593,254,17/07/2024 08:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 08:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 08:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 08:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 08:00
08/21/2024,14.3,-0.036,14.35,14.2,14.3356,"1,759",17/07/2024 08:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 08:00
09/18/2024,15.35,-0.044,15.42,15.29,15.3944,689,17/07/2024 08:00
10/16/2024,17.47,-0.064,17.54,17.4,17.5344,858,17/07/2024 08:00
11/20/2024,17.22,-0.08,17.29,17.15,17.2995,390,17/07/2024 08:00
12/18/2024,17,-0.048,17.05,16.97,17.0478,245,17/07/2024 08:00
01/22/2025,17.7,-0.004,17.72,17.65,17.7038,52,17/07/2024 08:00
02/19/2025,18.05,-0.1,18.05,18.02,18.15,13,17/07/2024 08:00
03/18/2025,18.35,-0.025,18.35,18.35,18.375,1,17/07/2024 08:00
VIX,13.19,0.07,13.47,13.47,-,-,17/07/2024 09:01
07/17/2024,13.25,0.091,13.35,13,13.1593,428,17/07/2024 09:01
07/24/2024,0,,0,0,13.55,0,17/07/2024 09:01
07/31/2024,0,,0,0,13.875,0,17/07/2024 09:01
08/07/2024,0,,0,0,13.775,0,17/07/2024 09:01
08/14/2024,0,,0,0,14.05,0,17/07/2024 09:01
08/21/2024,14.35,0.014,14.43,14.2,14.3356,"3,139",17/07/2024 09:01
08/28/2024,0,,0,0,14.3356,0,17/07/2024 09:01
09/18/2024,15.45,0.056,15.45,15.29,15.3944,"1,534",17/07/2024 09:01
10/16/2024,17.52,-0.014,17.55,17.4,17.5344,"1,535",17/07/2024 09:01
11/20/2024,17.26,-0.04,17.32,17.15,17.2995,481,17/07/2024 09:01
12/18/2024,17.07,0.022,17.1,16.97,17.0478,337,17/07/2024 09:01
01/22/2025,17.72,0.016,17.75,17.65,17.7038,83,17/07/2024 09:01
02/19/2025,18.05,-0.1,18.09,18.02,18.15,25,17/07/2024 09:01
03/18/2025,18.35,-0.025,18.35,18.35,18.375,1,17/07/2024 09:01
VIX,13.76,0.57,13.77,13.77,-,-,17/07/2024 10:00
07/17/2024,13.3,0.141,13.46,13,13.1593,657,17/07/2024 10:00
07/24/2024,0,,0,0,13.55,0,17/07/2024 10:00
07/31/2024,0,,0,0,13.875,0,17/07/2024 10:00
08/07/2024,0,,0,0,13.775,0,17/07/2024 10:00
08/14/2024,0,,0,0,14.05,0,17/07/2024 10:00
08/21/2024,14.55,0.214,14.55,14.2,14.3356,"5,969",17/07/2024 10:00
08/28/2024,0,,0,0,14.3356,0,17/07/2024 10:00
09/18/2024,15.55,0.156,15.55,15.29,15.3944,"2,009",17/07/2024 10:00
10/16/2024,17.61,0.076,17.61,17.4,17.5344,"1,933",17/07/2024 10:00
11/20/2024,17.39,0.091,17.39,17.15,17.2995,669,17/07/2024 10:00
